PMID,Title,Abstract,Journal,Language,Year,Month,Day,Authors,Keywords,DOI
33035601,The role of close contacts of COVID-19 patients in the SARS-CoV-2 transmission: an emphasis on the percentage of nonevaluated positivity in Mexico.,"To determine the percentage of positivity of close contacts of coronavirus disease 19 (COVID-19) patients to depict the importance of asymptomatic infections in the patient-to-patient transmission of COVID-19. One hundred subjects were included. Nineteen index COVID-19 cases and 81 traced close contacts were screened for coronavirus 2 of severe acute respiratory syndrome (SARS-CoV-2) using real-time reverse transcription-polymerase chain reaction. Immunoglobulin M and G against SARS-CoV-2 were evaluated by rapid test. Thirty-four (42%) contacts in the study were positive for SARS-CoV-2. Twenty-three (67.6%) manifested less than 2 respiratory symptoms, and 5 (14.7%) remained asymptomatic. The average of positive contacts by index COVID-19 case (R<sub>0</sub>) was 4.3 and the mean of time of positive COVID-19 test at sampling time was 18.9 days. Positive antibody test against SARS-CoV-2 was observed in 16% of the participants. The proportion of close contacts of COVID-19 patients infected with SARS-CoV-2 (42%) and with less than 2 or with no respiratory symptoms (82.4%) was high in the study population. A low proportion of COVID-19 patients had a positive test for antibodies against SARS-CoV-2. The screening for SARS-CoV-2 in close contacts of COVID-19 positive patients should be encouraged to avoid spreading the infection and the expansion of the disease.",American journal of infection control,eng,2021,01,,Martinez-Fierro Margarita L; Ríos-Jasso Jorge; Garza-Veloz Idalia; Reyes-Veyna Lucia; Cerda-Luna Rosa Maria; Duque-Jara Iliana; Galvan-Jimenez Maribel; Ramirez-Hernandez Leticia A; Morales-Esquivel Andres; Ortiz-Castro Yolanda; Gutierrez-Camacho Jose R; Valdes-Aguayo José J; Vargas-Rodriguez Jose R,Antibodies; Asymptomatic contact; COVID-19; SARS-CoV-2,10.1016/j.ajic.2020.10.002
38670840,"Reply to ""When calculating COVID-19 incidence, mandatory PCR testing should be preferred over voluntary antigen testing"".",No Abstract,Journal of the Formosan Medical Association = Taiwan yi zhi,eng,2024,06,,Niu Kuang-Yu; Cheng Yu-Chen; Chan Cheng-Wei; Yen Chieh-Ching; Chaou Chung-Hsien; Fang Chi-Tai,No Keywords,10.1016/j.jfma.2024.04.009
33725359,Response to: COVID-19 re-infection. Vaccinated individuals as a potential source of transmission.,No Abstract,European journal of clinical investigation,eng,2021,06,,Schiavone Marco; Gasperetti Alessio; Mitacchione Gianfranco; Viecca Maurizio; Forleo Giovanni Battista,No Keywords,10.1111/eci.13544
36848496,Cost-effectiveness analysis of different COVID-19 screening strategies based on rapid or laboratory-based SARS-CoV-2 antigen testing.,No Abstract,Clinical chemistry and laboratory medicine,eng,2023,08,28,Pighi Laura; Henry Brandon M; Mattiuzzi Camilla; De Nitto Simone; Salvagno Gian Luca; Lippi Giuseppe,COVID-19; SARS-CoV-2; antigen; immunoassay; testing,10.1515/cclm-2023-0164
33931780,RNA-extraction-free nano-amplified colorimetric test for point-of-care clinical diagnosis of COVID-19.,"The global pandemic of coronavirus disease 2019 (COVID-19) highlights the shortcomings of the current testing paradigm for viral disease diagnostics. Here, we report a stepwise protocol for an RNA-extraction-free nano-amplified colorimetric test for rapid and naked-eye molecular diagnosis of COVID-19. The test employs a unique dual-prong approach that integrates nucleic acid (NA) amplification and plasmonic sensing for point-of-care detection of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), with a sample-to-assay response time of <1 h. The RNA-extraction-free nano-amplified colorimetric test utilizes plasmonic gold nanoparticles capped with antisense oligonucleotides (ASOs) as a colorimetric reporter to detect the amplified nucleic acid from the COVID-19 causative virus, SARS-CoV-2. The ASOs are specific for the SARS-CoV-2 N-gene, and binding of the ASOs to their target sequence results in the aggregation of the plasmonic gold nanoparticles. This highly specific agglomeration step leads to a change in the plasmonic response of the nanoparticles. Furthermore, when tested using clinical samples, the accuracy, sensitivity and specificity of the test were found to be >98.4%, >96.6% and 100%, respectively, with a detection limit of 10 copies/μL. The test can easily be adapted to diagnose other viral infections with a simple modification of the ASOs and primer sequences. It also provides a low-cost, rapid approach requiring minimal instrumentation that can be used as a screening tool for the diagnosis of COVID-19 at point-of-care settings in resource-poor situations. The colorimetric readout of the test can even be monitored using a handheld optical reader to obtain a quantitative response. Therefore, we anticipate that this protocol will be widely useful for the development of biosensors for the molecular diagnostics of COVID-19 and other infectious diseases.",Nature protocols,eng,2021,06,,Alafeef Maha; Moitra Parikshit; Dighe Ketan; Pan Dipanjan,No Keywords,10.1038/s41596-021-00546-w
33776018,Rapid SARS-CoV-2 antigen detection potentiates early diagnosis of COVID-19 disease.,"As the COVID-19 epidemic is still ongoing, a more rapid detection of SARS-CoV-2 infection such as viral antigen-detection needs to be evaluated for early diagnosis of COVID-19 disease. Here, we report the dynamic changes of SARS-CoV-2 viral antigens in nasopharyngeal swabs of COVID-19 patients and its association with the viral nucleic acid clearance and clinical outcomes. Eighty-five COVID-19 patients were enrolled for detection of SARS-CoV-2 viral antigens, including 57 anti-SARS-CoV-2 antibody negative cases and 28 antibody positive cases. The viral antigen could be detected in 52.63% (30/57) patients with SARS-CoV-2 antibody negative at the early stage of SARS-CoV-2 infection, especially in the first 5 days after disease onset (p = 0.0018) and disappeared in about 8 days after disease onset. Viral antigens were highly detectable in patients with low Ct value (less than 30) of SARS-CoV-2 nucleic acid RT-PCT assay, suggesting the expression of viral antigen was associated with high viral load. Furthermore, positive antigen detection indicated disease progression, nine cases with positive antigen (9/30, 30.0%), in contrast to two cases (2/27, 7.40%) (p = 0.0444) with negative antigen, which progressed into severe disease. Thus, the viral antigens were persistent in early stages of infection when virus was in highly replicating status, and viral antigen detection promises to rapidly screen positive patients in the early stage of SARS-CoV-2 infection.",Bioscience trends,eng,2021,05,11,Lv Ying; Ma Yuanyuan; Si Yanhui; Zhu Xiaoyi; Zhang Lin; Feng Haiyan; Tian Di; Liao Yixin; Liu Tiefu; Lu Hongzhou; Ling Yun,COVID-19; RT-qPCR Ct value; antigen-detection; nasopharyngeal swab virus nucleic acid; radiographic progression,10.5582/bst.2021.01090
32687598,Interpretation of COVID-19 PCR testing- what surgeons need to know.,No Abstract,The British journal of surgery,eng,2020,09,,Johnston C; Healy B,No Keywords,10.1002/bjs.11804
34174190,"Effectiveness of BNT162b2 and ChAdOx1 nCoV-19 COVID-19 vaccination at preventing hospitalisations in people aged at least 80 years: a test-negative, case-control study.","On Dec 8, 2020, deployment of the first SARS-CoV-2 vaccination authorised for UK use (BNT162b2 mRNA vaccine) began, followed by an adenoviral vector vaccine ChAdOx1 nCoV-19 on Jan 4, 2021. Care home residents and staff, frontline health-care workers, and adults aged 80 years and older were vaccinated first. However, few data exist regarding the effectiveness of these vaccines in older people with many comorbidities. In this post-implementation evaluation of two COVID-19 vaccines, we aimed to determine the effectiveness of one dose in reducing COVID-19-related admissions to hospital in people of advanced age. This prospective test-negative case-control study included adults aged at least 80 years who were admitted to hospital in two NHS trusts in Bristol, UK with signs and symptoms of respiratory disease. Patients who developed symptoms before receiving their vaccine or those who received their vaccine after admission to hospital were excluded, as were those with symptoms that started more than 10 days before hospital admission. We did logistic regression analysis, controlling for time (week), sex, index of multiple deprivations, and care residency status, and sensitivity analyses matched for time and sex using a conditional logistic model adjusting for index of multiple deprivations and care residency status. This study is registered with ISRCTN, number 39557. Between Dec 18, 2020, and Feb 26, 2021, 466 adults were eligible (144 test-positive and 322 test-negative). 18 (13%) of 135 people with SARS-CoV-2 infection and 90 (34%) of 269 controls received one dose of BNT162b2. The adjusted vaccine effectiveness was 71·4% (95% CI 46·5-90·6). Nine (25%) of 36 people with COVID-19 infection and 53 (59%) of 90 controls received one dose of ChAdOx1 nCoV-19. The adjusted vaccine effectiveness was 80·4% (95% CI 36·4-94·5). When BNT162b2 effectiveness analysis was restricted to the period covered by ChAdOx1 nCoV-19, the estimate was 79·3% (95% CI 47·0-92·5). One dose of either BNT162b2 or ChAdOx1 nCoV-19 resulted in substantial risk reductions of COVID-19-related hospitalisation in people aged at least 80 years. Pfizer.",The Lancet. Infectious diseases,eng,2021,11,,Hyams Catherine; Marlow Robin; Maseko Zandile; King Jade; Ward Lana; Fox Kazminder; Heath Robyn; Tuner Anabella; Friedrich Zsolt; Morrison Leigh; Ruffino Gabriella; Antico Rupert; Adegbite David; Szasz-Benczur Zsuzsa; Garcia Gonzalez Maria; Oliver Jennifer; Danon Leon; Finn Adam,No Keywords,10.1016/S1473-3099(21)00330-3
39037224,Advancing COVID-19 diagnostics: rapid detection of intact SARS-CoV-2 using viability RT-PCR assay.,"Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) causes coronavirus disease 2019 (COVID-19). Commonly used methods for both clinical diagnosis of SARS-CoV-2 infection and management of infected patients involve the detection of viral RNA, but the presence of infectious virus particles is unknown. Viability PCR (v-PCR) uses a photoreactive dye to bind non-infectious RNA, ideally resulting in the detection of RNA only from intact virions. This study aimed to develop and validate a rapid v-PCR assay for distinguishing intact and compromised SARS-CoV-2. Propidium monoazide (PMAxx) was used as a photoreactive dye. Mixtures with decreasing percentages of intact SARS-CoV-2 (from 100% to 0%) were prepared from SARS-CoV-2 virus stock and a clinical sample. Each sample was divided into a PMAxx-treated part and a non-PMAxx-treated part. Reverse transcription-PCR (RT-PCR) using an in-house developed SARS-CoV-2 viability assay was then applied to both sample sets. The difference in intact SARS-CoV-2 was determined by subtracting the cycle threshold (<i>Ct</i>) value of the PMAxx-treated sample from the non-PMAxx-treated sample. Mixtures with decreasing concentrations of intact SARS-CoV-2 showed increasingly lower delta <i>Ct</i> values as the percentage of intact SARS-CoV-2 decreased, as expected. This relationship was observed in both high and low viral load samples prepared from cultured SARS-CoV-2 virus stock, as well as for a clinical sample prepared directly from a SARS-CoV-2 positive nasopharyngeal swab. In this study, a rapid v-PCR assay has been validated that can distinguish intact from compromised SARS-CoV-2. The presence of intact virus particles, as determined by v-PCR, may indicate SARS-CoV-2 infectiousness. This study developed a novel method that can help determine whether someone who has been diagnosed with coronavirus disease 2019 (COVID-19) is still capable of spreading the virus to others. Current tests only detect the presence of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) RNA, but cannot tell whether the particles are still intact and can thus infect cells. The researchers used a dye that selectively blocks the detection of damaged virions and free RNA. They showed that this viability PCR reliably distinguishes intact SARS-CoV-2 capable of infecting from damaged SARS-CoV-2 or free RNA in both cultured virus samples and a clinical sample. Being able to quickly assess contagiousness has important implications for contact tracing and safely ending isolation precautions. This viability PCR technique provides a simple way to obtain valuable information, beyond just positive or negative test results, about the actual risk someone poses of transmitting SARS-CoV-2 through the air or surfaces they come into contact with.",Microbiology spectrum,eng,2024,09,03,Veugen Judith M J; Schoenmakers Tom; van Loo Inge H M; Haagmans Bart L; Leers Mathie P G; Lamers Mart M; Lucchesi Mayk; van Bussel Bas C T; van Mook Walther N K A; Nuijts Rudy M M A; Savelkoul Paul H M; Dickman Mor M; Wolffs Petra F G,PMAxx; SARS-CoV-2; infectiousness; intact virus particles; viability PCR; viral shedding,10.1128/spectrum.00160-24
33189872,Field evaluation of a rapid antigen test (Panbio™ COVID-19 Ag Rapid Test Device) for COVID-19 diagnosis in primary healthcare centres.,"To our knowledge no previous study has assessed the performance of a rapid antigen diagnostic immunoassay (RAD) conducted at the point of care (POC). We evaluated the Panbio™ COVID-19 Ag Rapid Test Device for diagnosis of coronavirus 2019 disease (COVID-19) in symptomatic patients (n = 412) attending primary healthcare centres. RAD was performed immediately after sampling following the manufacturer's instructions (reading at 15 min). RT-PCRs were carried out within 24 h of specimen collection. Samples displaying discordant results were processed for culture in Vero E6 cells. Presence of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) in cell cultures was confirmed by RT-PCR. Out of 412 patients, 43 (10.4%) tested positive by RT-PCR and RAD, and 358 (86.9%) tested negative by both methods; discordant results (RT-PCR+/RAD-) were obtained in 11 patients (2.7%). Overall specificity and sensitivity of rapid antigen detection (RAD) was 100% (95%CI 98.7-100%) and 79.6% (95%CI 67.0-88.8%), respectively, taking RT-PCR as the reference. Overall RAD negative predictive value for an estimated prevalence of 5% and 10% was 99% (95%CI 97.4-99.6%) and 97.9% (95%CI 95.9-98.9), respectively. SARS-CoV-2 could not be cultured from specimens yielding RT-PCR+/RAD- results (n = 11). The Panbio™ COVID-19 Ag Rapid Test Device performed well as a POC test for early diagnosis of COVID-19 in primary healthcare centres. More crucially, the data suggested that patients with RT-PCR-proven COVID-19 testing negative by RAD are unlikely to be infectious.",Clinical microbiology and infection : the official publication of the European Society of Clinical Microbiology and Infectious Diseases,eng,2021,03,,Albert Eliseo; Torres Ignacio; Bueno Felipe; Huntley Dixie; Molla Estefanía; Fernández-Fuentes Miguel Ángel; Martínez Mireia; Poujois Sandrine; Forqué Lorena; Valdivia Arantxa; Solano de la Asunción Carlos; Ferrer Josep; Colomina Javier; Navarro David,COVID-19; Early diagnosis; Primary healthcare centre; Rapid antigen detection test (RAD); SARS-CoV-2,10.1016/j.cmi.2020.11.004
34239155,COVID-19 serology: use and interpretation in New Zealand.,"Serology is now a well-established diagnostic tool for the diagnosis of COVID-19 infections in New Zealand. Using local and international experience, we provide an overview of serological response to infection and vaccination as well as the use and interpretation of antibody tests in our setting. We also discuss the potential future role of post-vaccination serology testing as a correlate of immunity. We conclude that, given the pitfalls of testing, clinical microbiologist advice is necessary for interpretation of high-consequence cases.",The New Zealand medical journal,eng,2021,07,09,McAuliffe Gary N; Blackmore Timothy K,No Keywords,No DOI
35093551,Application experience of a rapid nucleic acid detection system for COVID-19.,"Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is raging worldwide. The COVID-19 outbreak caused severe threats to the life and health of all humans caused by SARS-CoV-2. Clinically, there is an urgent need for an in vitro diagnostic product to detect SARS-CoV-2 nucleic acid quickly. Under this background, commercial SARS-CoV-2 nucleic acid POCT products came into being. However, how to choose these products and how to use these products in a standardized way have brought new puzzles to clinical laboratories. This paper focuses on evaluating the performance of these commercial SARS-CoV-2 nucleic acid POCT products and helps the laboratory make the correct choice. At the same time, to standardize the use of this kind of product, this paper also puts forward corresponding suggestions from six elements of total quality management, namely, human, machine, material, method, environment, and measurement. In addition, this paper also puts forward some ideas on the future development direction of POCT products.",Microbes and infection,eng,2022,06,,Ye Qing; Lu Dezhao; Zhang Ting; Mao Jianhua; Shang Shiqiang,COVID-19; Point-of-care testing; Quality control; SARS-CoV-2,10.1016/j.micinf.2022.104945
34477051,Authors' response: Efficacy and effectiveness of COVID-19 vaccines against SARS-CoV-2 infection: More data on asymptomatic SARS-CoV-2 infection.,No Abstract,Euro surveillance : bulletin Europeen sur les maladies transmissibles = European communicable disease bulletin,eng,2021,09,,Harder Thomas; Koch Judith; Vygen-Bonnet Sabine; Külper-Schiek Wiebe; Pilic Antonia; Reda Sarah; Scholz Stefan; Wichmann Ole,No Keywords,10.2807/1560-7917.ES.2021.26.35.2100832
